numero;fibonacci;Fib+1;fib+1-1
479;9216845717656861700000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;9216845717656861700000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
480;14913169640232720000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;14913169640232720000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
481;24130015357889579000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;24130015357889579000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
482;39043184998122297000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;39043184998122297000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
483;63173200356011876000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;63173200356011876000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
484;102216385354134180000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;102216385354134180000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
485;165389585710146050000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;165389585710146050000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
486;267605971064280230000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;267605971064280230000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
487;432995556774426280000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;432995556774426280000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
488;700601527838706540000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;700601527838706540000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
489;1133597084613132800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1133597084613132800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
490;1834198612451839200000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1834198612451839200000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
491;2967795697064972200000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2967795697064972200000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
492;4801994309516811900000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;4801994309516811900000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
493;7769790006581784000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;7769790006581784000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
494;12571784316098597000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;12571784316098597000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
495;20341574322680380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;20341574322680380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
496;32913358638778977000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;32913358638778977000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
497;53254932961459357000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;53254932961459357000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
498;86168291600238334000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;86168291600238334000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
499;139423224561697700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;139423224561697700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
500;225591516161936020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;225591516161936020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
501;365014740723633750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;365014740723633750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
502;590606256885569830000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;590606256885569830000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
503;955620997609203570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;955620997609203570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
504;1546227254494773500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1546227254494773500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
505;2501848252103977000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2501848252103977000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
506;4048075506598750500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;4048075506598750500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
507;6549923758702727000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;6549923758702727000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
508;10597999265301477000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;10597999265301477000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
509;17147923024004204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;17147923024004204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
510;27745922289305682000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;27745922289305682000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
511;44893845313309884000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;44893845313309884000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
512;72639767602615570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;72639767602615570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
513;117533612915925450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;117533612915925450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
514;190173380518541020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;190173380518541020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
515;307706993434466460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;307706993434466460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
516;497880373953007510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;497880373953007510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
517;805587367387473910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;805587367387473910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
518;1303467741340481400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1303467741340481400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
519;2109055108727955300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2109055108727955300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
520;3412522850068437000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;3412522850068437000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
521;5521577958796392600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;5521577958796392600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
522;8934100808864829600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;8934100808864829600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
523;14455678767661223000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;14455678767661223000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
524;23389779576526055000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;23389779576526055000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
525;37845458344187282000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;37845458344187282000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
526;61235237920713337000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;61235237920713337000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
527;99080696264900620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;99080696264900620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
528;160315934185613960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;160315934185613960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
529;259396630450514580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;259396630450514580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
530;419712564636128500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;419712564636128500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
531;679109195086643080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;679109195086643080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
532;1098821759722771600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1098821759722771600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
533;1777930954809414700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1777930954809414700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
534;2876752714532186400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2876752714532186400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
535;4654683669341601000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;4654683669341601000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
536;7531436383873787400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;7531436383873787400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
537;12186120053215389000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;12186120053215389000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
538;19717556437089175000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;19717556437089175000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
539;31903676490304564000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;31903676490304564000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
540;51621232927393739000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;51621232927393739000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
541;83524909417698299000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;83524909417698299000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
542;135146142345092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;135146142345092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
543;218671051762790340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;218671051762790340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
544;353817194107882390000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;353817194107882390000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
545;572488245870672730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;572488245870672730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
546;926305439978555200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;926305439978555200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
547;1498793685849228000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1498793685849228000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
548;2425099125827783200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2425099125827783200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
549;3923892811677011200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;3923892811677011200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
550;6348991937504794100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;6348991937504794100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
551;10272884749181806000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;10272884749181806000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
552;16621876686686599000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;16621876686686599000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
553;26894761435868405000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;26894761435868405000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
554;43516638122555004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;43516638122555004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
555;70411399558423408000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;70411399558423408000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
556;113928037680978410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;113928037680978410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
557;184339437239401840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;184339437239401840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
558;298267474920380250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;298267474920380250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
559;482606912159782090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;482606912159782090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
560;780874387080162340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;780874387080162340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
561;1263481299239944400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1263481299239944400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
562;2044355686320106800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2044355686320106800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
563;3307836985560051200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;3307836985560051200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
564;5352192671880157900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;5352192671880157900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
565;8660029657440209100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;8660029657440209100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
566;14012222329320367000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;14012222329320367000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
567;22672251986760575000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;22672251986760575000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
568;36684474316080940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;36684474316080940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
569;59356726302841510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;59356726302841510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
570;96041200618922459000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;96041200618922459000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
571;155397926921763970000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;155397926921763970000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
572;251439127540686410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;251439127540686410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
573;406837054462450360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;406837054462450360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
574;658276182003136770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;658276182003136770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
575;1065113236465587100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1065113236465587100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
576;1723389418468723700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1723389418468723700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
577;2788502654934310800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2788502654934310800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
578;4511892073403034500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;4511892073403034500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
579;7300394728337344600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;7300394728337344600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
580;11812286801740380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;11812286801740380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
581;19112681530077724000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;19112681530077724000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
582;30924968331818106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;30924968331818106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
583;50037649861895831000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;50037649861895831000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
584;80962618193713937000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;80962618193713937000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
585;131000268055609780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;131000268055609780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
586;211962886249323710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;211962886249323710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
587;342963154304933490000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;342963154304933490000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
588;554926040554257200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;554926040554257200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
589;897889194859190690000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;897889194859190690000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
590;1452815235413448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1452815235413448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
591;2350704430272638500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2350704430272638500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
592;3803519665686086800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;3803519665686086800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
593;6154224095958725300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;6154224095958725300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
594;9957743761644812100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;9957743761644812100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
595;16111967857603536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;16111967857603536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
596;26069711619248347000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;26069711619248347000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
597;42181679476851883000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;42181679476851883000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
598;68251391096100226000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;68251391096100226000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
599;110433070572952110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;110433070572952110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
600;178684461669052340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;178684461669052340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
601;289117532242004450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;289117532242004450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
602;467801993911056790000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;467801993911056790000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
603;756919526153061210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;756919526153061210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
604;1224721520064117900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1224721520064117900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
605;1981641046217179000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1981641046217179000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
606;3206362566281297200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;3206362566281297200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
607;5188003612498476200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;5188003612498476200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
608;8394366178779773400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;8394366178779773400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
609;13582369791278251000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;13582369791278251000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
610;21976735970058023000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;21976735970058023000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
611;35559105761336274000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;35559105761336274000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
612;57535841731394297000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;57535841731394297000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
613;93094947492730561000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;93094947492730561000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
614;150630789224124860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;150630789224124860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
615;243725736716855420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;243725736716855420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
616;394356525940980280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;394356525940980280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
617;638082262657835730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;638082262657835730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
618;1032438788598816000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1032438788598816000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
619;1670521051256651700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;1670521051256651700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
620;2702959839855467600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;2702959839855467600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
621;4373480891112119300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;4373480891112119300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
622;7076440730967587600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;7076440730967587600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
623;11449921622079707000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;11449921622079707000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
624;18526362353047294000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;18526362353047294000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
625;29976283975127001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;29976283975127001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
626;48502646328174296000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;48502646328174296000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
627;78478930303301297000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;78478930303301297000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
628;126981576631475600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;126981576631475600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000;0,000000
